"","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Plant species family","Plant species","Pollinator variable measure","Reproductive succes measure","Response","Nc visits","Nt visits","Escala_visitas","Nc sp. Poll","Nt sp. Poll","Obs/Exp","N","Escala N","N control","N treat","Measure used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas C","Visitas T","Unidad de tiempo de visitas","Country","Obs","Tiempo muestreo","Genus"
"759",NA,NA,3,"Watts, Stella; Huaman Ovalle, David; Moreno Herrera, Marcela; Ollerton, Jeff",2012,"Pollinator effectiveness of native and non-native flower visitors to an apparently generalist Andean shrub, Duranta mandonii (Verbenaceae)","10.1111/j.1442-1984.2011.00337.x","Mantanay","Tropical & Subtropical Moist Broadleaf Forests","Forest","hummingbirds and moth","all visitors","Verbenaceae","Duranta mandonii","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",90,"flower",64,26,NA,NA,NA,"30","3.8","%",NA,NA,NA,NA,NA,"Perú",NA,NA,"Duranta"
"760","3944",196,1,"Wayo, Kanuengnit; Phankaew, Chama; Stewart, Alyssa B.; Bumrungsri, Sara",2018,"Bees are supplementary pollinators of self-compatible chiropterophilous durian","10.1017/s0266467418000019","Phatthalung","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Nocturnal flying exclusion","all visitors","Malvaceae","Durio zibethinus","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",38,"tree",19,19,"z","-0.31",NA,"31.1","16.4","%","5","4.3",NA,NA,NA,"Thailand",NA,NA,"Durio"
"761","3953",197,1,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"tree",10,10,NA,NA,NA,"2.07","0.74","%","0.07","0.03",NA,NA,NA,"China",NA,NA,"Malus"
"762",NA,NA,2,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"tree",10,10,NA,NA,NA,"1.41","0.74","%","0.08","0.03",NA,NA,NA,"China",NA,NA,"Malus"
"763",NA,NA,3,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"tree",10,10,NA,NA,NA,"1.87","0.54","%","0.07","0.03",NA,NA,NA,"China",NA,NA,"Malus"
"764",NA,NA,4,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"tree",10,10,NA,NA,NA,"1.51","0.54","%","0.03","0.03",NA,NA,NA,"China",NA,NA,"Malus"
"765",NA,NA,5,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",400,"fruit",200,200,NA,NA,NA,"7.4","3.68",NA,"0.18","0.16",NA,NA,NA,"China",NA,NA,"Malus"
"766",NA,NA,6,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",400,"fruit",200,200,NA,NA,NA,"6.24","3.68",NA,"0.21","0.16",NA,NA,NA,"China",NA,NA,"Malus"
"767",NA,NA,7,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",400,"fruit",200,200,NA,NA,NA,"7.28","5.71",NA,"0.14","0.16",NA,NA,NA,"China",NA,NA,"Malus"
"768",NA,NA,8,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",400,"fruit",200,200,NA,NA,NA,"6.62","5.71",NA,"0.16","0.16",NA,NA,NA,"China",NA,NA,"Malus"
"769","3958",198,1,"Welsford, Megan R.; Johnson, Steven D.",2012,"Solitary and social bees as pollinators of Wahlenbergia (Campanulaceae): single-visit effectiveness, overnight sheltering and responses to flower colour","10.1007/s11829-011-9149-0","KwaZulu-Natal","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Diurnal exclusion","all visitors","Campanulaceae","Wahlenbergia krebsii","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",10,NA,NA,NA,"H","27.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,"Wahlenbergia"
"770","3966",199,1,"Wester, Petra; Johnson, Steven D.",2017,"Importance of birds versus insects as pollinators of the African shrub Syncolostemon densiflorus (Lamiaceae)","10.1093/botlinnean/box054","Umgeni Valley, KwaZulu-Natal","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Lamiaceae","Syncolostemon densiflorus","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",29,"individual",15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,"Syncolostemon"
"771","falta grafikotik ateratzea mean se",NA,2,"Wester, Petra; Johnson, Steven D.",2017,"Importance of birds versus insects as pollinators of the African shrub Syncolostemon densiflorus (Lamiaceae)","10.1093/botlinnean/box054","Umgeni Valley, KwaZulu-Natal","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Lamiaceae","Syncolostemon densiflorus","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",29,"individual",15,14,NA,NA,NA,NA,NA,"%",NA,NA,NA,NA,NA,"South Africa",NA,NA,"Syncolostemon"
"772",NA,NA,3,"Wester, Petra; Johnson, Steven D.",2017,"Importance of birds versus insects as pollinators of the African shrub Syncolostemon densiflorus (Lamiaceae)","10.1093/botlinnean/box054","Umgeni Valley, KwaZulu-Natal","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Lamiaceae","Syncolostemon densiflorus","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",29,"individual",15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,"Syncolostemon"
"773","3998",200,1,"Wilson, Amy-Leigh; Ward, David; Brown, Mark; Johnson, Steven D.",2009,"Seed production in a threatened Aloe is not affected by bird exclusion or population size","10.1007/s11258-008-9524-9","Pietermaritzburg","Tropical & Subtropical Grasslands, Savannas & Shrublands","Savanna","Vertebrate Diurnal flying exclusion","all visitors","Xanthorrhoeaceae","Aloe pruinosa","Pollinator guild diversity","fruit number","neutral",NA,NA,NA,NA,NA,"Exp",46,"plant",23,23,"Z","0.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,"Aloe"
"774",NA,NA,2,"Wilson, Amy-Leigh; Ward, David; Brown, Mark; Johnson, Steven D.",2009,"Seed production in a threatened Aloe is not affected by bird exclusion or population size","10.1007/s11258-008-9524-9","Pietermaritzburg","Tropical & Subtropical Grasslands, Savannas & Shrublands","Savanna","Vertebrate Diurnal flying exclusion","all visitors","Xanthorrhoeaceae","Aloe pruinosa","Pollinator guild diversity","seed set","neutral",NA,NA,NA,NA,NA,"Exp",46,"plant",23,23,"Z","0.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,"Aloe"
"775","4063",201,1,"Yamamoto, Marcela; da Silva, Claudia Ines; Augusto, Solange Cristina; Almeida Barbosa, Ana Angelica; Oliveira, Paulo Eugenio",2012,"The role of bee diversity in pollination and fruit set of yellow passion fruit (Passiflora edulis forma flavicarpa, Passifloraceae) crop in Central Brazil","10.1007/s13592-012-0120-6","Uberlândia","Tropical & Subtropical Grasslands, Savannas & Shrublands","Agricultural",NA,"all visitors","Passifloraceae","Passiflora edulis","Pollinator species richness","reproductive efficacy (NP/CP)","positive",NA,NA,NA,NA,NA,"Obs",19,"sample session",NA,NA,"r","0.55000000000000004",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil","reproductive efficacy (natural pollination fruit set/ corss pollination fruit set)",NA,"Passiflora"
"776",NA,NA,2,"Yamamoto, Marcela; da Silva, Claudia Ines; Augusto, Solange Cristina; Almeida Barbosa, Ana Angelica; Oliveira, Paulo Eugenio",2012,"The role of bee diversity in pollination and fruit set of yellow passion fruit (Passiflora edulis forma flavicarpa, Passifloraceae) crop in Central Brazil","10.1007/s13592-012-0120-6","Uberlândia","Tropical & Subtropical Grasslands, Savannas & Shrublands","Agricultural",NA,"all visitors","Passifloraceae","Passiflora edulis","Pollinators frecuency","reproductive efficacy (NP/CP)","positive",NA,NA,NA,NA,NA,"Obs",19,"sample session",NA,NA,"r","0.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Passiflora"
"777","4159",202,1,"Zisovich, A. H.; Goldway, M.; Schneider, D.; Steinberg, S.; Stern, E.; Stern, R. A.",2012,"Adding bumblebees (Bombus terrestris L., Hymenoptera: Apidae) to pear orchards increases seed number per fruit, fruit set, fruit size and yield","10.1080/14620316.2012.11512876","North of Israel","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","sp2.HB","Rosaceae","Pyrus communis","Pollinator species richness","fruit set","positive",NA,NA,NA,"2","1","Exp",2000,"flower",NA,NA,NA,NA,NA,"21.6","17.7","%",NA,NA,NA,NA,NA,"Israel",NA,NA,"Pyrus"
"778",NA,NA,2,"Zisovich, A. H.; Goldway, M.; Schneider, D.; Steinberg, S.; Stern, E.; Stern, R. A.",2012,"Adding bumblebees (Bombus terrestris L., Hymenoptera: Apidae) to pear orchards increases seed number per fruit, fruit set, fruit size and yield","10.1080/14620316.2012.11512876","North of Israel","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","sp2.HB","Rosaceae","Pyrus communis","Pollinator species richness","fruit size","positive",NA,NA,NA,"2","1","Exp",100,"fruit",NA,NA,NA,NA,NA,"67.3","64.5",NA,NA,NA,NA,NA,NA,"Israel",NA,NA,"Pyrus"
"779",NA,NA,3,"Zisovich, A. H.; Goldway, M.; Schneider, D.; Steinberg, S.; Stern, E.; Stern, R. A.",2012,"Adding bumblebees (Bombus terrestris L., Hymenoptera: Apidae) to pear orchards increases seed number per fruit, fruit set, fruit size and yield","10.1080/14620316.2012.11512876","North of Israel","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","sp2.HB","Rosaceae","Pyrus communis","Pollinator species richness","seed set","positive",NA,NA,NA,"2","1","Exp",75,"fruit",NA,NA,NA,NA,NA,"7.8","5.2",NA,NA,NA,NA,NA,NA,"Israel",NA,NA,"Pyrus"
"780",NA,NA,4,"Zisovich, A. H.; Goldway, M.; Schneider, D.; Steinberg, S.; Stern, E.; Stern, R. A.",2012,"Adding bumblebees (Bombus terrestris L., Hymenoptera: Apidae) to pear orchards increases seed number per fruit, fruit set, fruit size and yield","10.1080/14620316.2012.11512876","North of Israel","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","sp2.HB","Rosaceae","Pyrus communis","Pollinator species richness","fruit set","positive",NA,NA,NA,"2","1","Exp",2000,"flower",NA,NA,NA,NA,NA,"21.3","17.399999999999999","%",NA,NA,NA,NA,NA,"Israel",NA,NA,"Pyrus"
"781",NA,NA,5,"Zisovich, A. H.; Goldway, M.; Schneider, D.; Steinberg, S.; Stern, E.; Stern, R. A.",2012,"Adding bumblebees (Bombus terrestris L., Hymenoptera: Apidae) to pear orchards increases seed number per fruit, fruit set, fruit size and yield","10.1080/14620316.2012.11512876","North of Israel","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","sp2.HB","Rosaceae","Pyrus communis","Pollinator species richness","fruit size","positive",NA,NA,NA,"2","1","Exp",100,"fruit",NA,NA,NA,NA,NA,"56.2","52.9",NA,NA,NA,NA,NA,NA,"Israel",NA,NA,"Pyrus"
"782",NA,NA,6,"Zisovich, A. H.; Goldway, M.; Schneider, D.; Steinberg, S.; Stern, E.; Stern, R. A.",2012,"Adding bumblebees (Bombus terrestris L., Hymenoptera: Apidae) to pear orchards increases seed number per fruit, fruit set, fruit size and yield","10.1080/14620316.2012.11512876","North of Israel","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","sp2.HB","Rosaceae","Pyrus communis","Pollinator species richness","seed set","positive",NA,NA,NA,"2","1","Exp",75,"fruit",NA,NA,NA,NA,NA,"7.2","5.7",NA,NA,NA,NA,NA,NA,"Israel",NA,NA,"Pyrus"
"783",NA,NA,7,"Zisovich, A. H.; Goldway, M.; Schneider, D.; Steinberg, S.; Stern, E.; Stern, R. A.",2012,"Adding bumblebees (Bombus terrestris L., Hymenoptera: Apidae) to pear orchards increases seed number per fruit, fruit set, fruit size and yield","10.1080/14620316.2012.11512876","North of Israel","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","sp2.HB","Rosaceae","Pyrus communis","Pollinator species richness","fruit set","positive",NA,NA,NA,"2","1","Exp",2000,"flower",NA,NA,NA,NA,NA,"21.1","13.2","%",NA,NA,NA,NA,NA,"Israel",NA,NA,"Pyrus"
"784",NA,NA,8,"Zisovich, A. H.; Goldway, M.; Schneider, D.; Steinberg, S.; Stern, E.; Stern, R. A.",2012,"Adding bumblebees (Bombus terrestris L., Hymenoptera: Apidae) to pear orchards increases seed number per fruit, fruit set, fruit size and yield","10.1080/14620316.2012.11512876","North of Israel","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","sp2.HB","Rosaceae","Pyrus communis","Pollinator species richness","fruit size","positive",NA,NA,NA,"2","1","Exp",100,"fruit",NA,NA,NA,NA,NA,"57.2","56.8",NA,NA,NA,NA,NA,NA,"Israel",NA,NA,"Pyrus"
"785",NA,NA,9,"Zisovich, A. H.; Goldway, M.; Schneider, D.; Steinberg, S.; Stern, E.; Stern, R. A.",2012,"Adding bumblebees (Bombus terrestris L., Hymenoptera: Apidae) to pear orchards increases seed number per fruit, fruit set, fruit size and yield","10.1080/14620316.2012.11512876","North of Israel","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","sp2.HB","Rosaceae","Pyrus communis","Pollinator species richness","seed set","positive",NA,NA,NA,"2","1","Exp",75,"fruit",NA,NA,NA,NA,NA,"2.2999999999999998","1.8",NA,NA,NA,NA,NA,NA,"Israel",NA,NA,"Pyrus"
"786","4162",203,1,"Zou, Yi; Xiao, Haijun; Bianchi, Felix J. J. A.; Jauker, Frank; Luo, Shudong; van der Werf, Wopke",2017,"Wild pollinators enhance oilseed rape yield in small-holder farming systems in China","10.1186/s12898-017-0116-1","Jiangxi","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"all visitors","Brassicaceae","Brassica napus","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Obs",18,"field",NA,NA,"estimate","0.80100000000000005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"China","s.e of estimate=0.352",NA,"Brassica"
"787","4183",204,1,"Amorim, M. D.; Maruyama, P. K.; Baronio, G. J.; Azevedo, C. S.; Rech, A. R.",2021,"Hummingbird contribution to plant reproduction in the rupestrian grasslands is not defined by pollination syndrome","10.1007/s00442-021-05103-6","Diamantina","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Acanthaceae, Asteraceae, Ericacea, Lamiaceae, Orobanchaceae, Rubiaceae, Verbenaceae","Ruellia densa, Aspilia foliosa, Piptolepsis imbricata, Gaylussacia brasiliensis, Gaylussacia virgnata, Hyptis passerina, Physocalyx rigida, Lantana sp., Stachytarpheta sp.","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",100,"individual",NA,NA,"X2","73.025000000000006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil","same visitatiojn frecuency C and T",NA,"Ruellia"
"788","4184",205,1,"Anderson, S. H.; Ladley, J. J.; Robertson, A. W.; Kelly, D.",2021,"Effects of changes in bird community composition and species abundance on plant reproduction, through pollination and seed dispersal","10.1111/ibi.12938","Tiriti Matangi island","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Pittosporaceae","Pittosporum crassifolium","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,NA,NA,NA,"65.34","3.75","%","3.51","3.75",NA,NA,NA,"New Zealand",NA,"one year (180 counts)","Pittosporum"
"789",NA,NA,2,"Anderson, S. H.; Ladley, J. J.; Robertson, A. W.; Kelly, D.",2021,"Effects of changes in bird community composition and species abundance on plant reproduction, through pollination and seed dispersal","10.1111/ibi.12938","Tiriti Matangi island","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Meliaceae","Dysoxylum spectabile","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,NA,NA,NA,"18.36","0","%","4.51","0",NA,NA,NA,"New Zealand",NA,"one year (180 counts)","Dysoxylum"
"790",NA,NA,3,"Anderson, S. H.; Ladley, J. J.; Robertson, A. W.; Kelly, D.",2021,"Effects of changes in bird community composition and species abundance on plant reproduction, through pollination and seed dispersal","10.1111/ibi.12938","Auckland","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Pittosporaceae","Pittosporum crassifolium","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,NA,NA,NA,"30.05","11.69","%","6.21","6.13",NA,NA,NA,"New Zealand",NA,"one year (180 counts)","Pittosporum"
"791",NA,NA,4,"Anderson, S. H.; Ladley, J. J.; Robertson, A. W.; Kelly, D.",2021,"Effects of changes in bird community composition and species abundance on plant reproduction, through pollination and seed dispersal","10.1111/ibi.12938","Auckland","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Meliaceae","Dysoxylum spectabile","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,NA,NA,NA,"23.3","21.54","%","5.08","8",NA,NA,NA,"New Zealand",NA,"one year (180 counts)","Dysoxylum"
"792",NA,NA,5,"Anderson, S. H.; Ladley, J. J.; Robertson, A. W.; Kelly, D.",2021,"Effects of changes in bird community composition and species abundance on plant reproduction, through pollination and seed dispersal","10.1111/ibi.12938","Tiriti Matangi island","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Pittosporaceae","Pittosporum crassifolium","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,NA,NA,NA,"26.35","14.87",NA,"1.76","2.52",NA,NA,NA,"New Zealand",NA,"one year (180 counts)","Pittosporum"
"793",NA,NA,6,"Anderson, S. H.; Ladley, J. J.; Robertson, A. W.; Kelly, D.",2021,"Effects of changes in bird community composition and species abundance on plant reproduction, through pollination and seed dispersal","10.1111/ibi.12938","Tiriti Matangi island","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Meliaceae","Dysoxylum spectabile","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,NA,NA,NA,"18.36","0",NA,"4.51","0",NA,NA,NA,"New Zealand",NA,"one year (180 counts)","Dysoxylum"
"794",NA,NA,7,"Anderson, S. H.; Ladley, J. J.; Robertson, A. W.; Kelly, D.",2021,"Effects of changes in bird community composition and species abundance on plant reproduction, through pollination and seed dispersal","10.1111/ibi.12938","Auckland","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Pittosporaceae","Pittosporum crassifolium","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,NA,NA,NA,"19.47","15.45",NA,"1.0900000000000001","2.57",NA,NA,NA,"New Zealand",NA,"one year (180 counts)","Pittosporum"
"795",NA,NA,8,"Anderson, S. H.; Ladley, J. J.; Robertson, A. W.; Kelly, D.",2021,"Effects of changes in bird community composition and species abundance on plant reproduction, through pollination and seed dispersal","10.1111/ibi.12938","Auckland","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Meliaceae","Dysoxylum spectabile","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,NA,NA,NA,"4.22","NA",NA,"0.43","NA",NA,NA,NA,"New Zealand",NA,"one year (180 counts)","Dysoxylum"
"796","4201",206,1,"Belan, H. C.; Baronio, G. J.; Kuster, V. C.; Oliveira, D. C.; Vasconcelos, H. L.",2020,"Extranuptial nectaries in flowers: ants increase the reproductive success of the ant-plantMiconia tococa(Melastomataceae)","10.1111/plb.13138","Uberlândia","Tropical & Subtropical Grasslands, Savannas & Shrublands","Forest","Invertebrate No-flying exclusion","all visitors","Melastomaceae","Tococa guianensis","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",22,"plant",11,11,"X2","17.716000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Tococa"
"797",NA,NA,2,"Belan, H. C.; Baronio, G. J.; Kuster, V. C.; Oliveira, D. C.; Vasconcelos, H. L.",2021,"Extranuptial nectaries in flowers: ants increase the reproductive success of the ant-plantMiconia tococa(Melastomataceae)","10.1111/plb.13139","Uberlândia","Tropical & Subtropical Grasslands, Savannas & Shrublands","Forest","Invertebrate No-flying exclusion","all visitors","Melastomaceae","Tococa guianensis","visitation rate","fruit set","neutral",111,82,"visits/plant",NA,NA,"Exp",NA,NA,NA,NA,"X2","17.716000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Tococa"
"798","4232",208,1,"Cabrera-Asencio, I.; Melendez-Ackerman, E. J.",2021,"Community and Species-Level Changes of Insect Species Visiting Mangifera indica Flowers Following Hurricane Maria: ""The Devil Is in the Details""","10.3389/fevo.2021.556821","Juana diaz","Tropical & Subtropical Dry Broadleaf Forests","Forest",NA,"all visitors","Anacardiaceae","Mangifera indica","Pollinator species richness","plant yield","positive",NA,NA,NA,NA,NA,NA,10,"plant",NA,NA,"R2","0.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico",NA,NA,"Mangifera"
"799",NA,NA,2,"Cabrera-Asencio, I.; Melendez-Ackerman, E. J.",2021,"Community and Species-Level Changes of Insect Species Visiting Mangifera indica Flowers Following Hurricane Maria: ""The Devil Is in the Details""","10.3389/fevo.2021.556821","Juana diaz","Tropical & Subtropical Dry Broadleaf Forests","Forest",NA,"all visitors","Anacardiaceae","Mangifera indica","Pollinator species richness","plant yield","positive",NA,NA,NA,NA,NA,NA,10,"plant",NA,NA,"R2","0.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico",NA,NA,"Mangifera"
"800",NA,NA,3,"Cabrera-Asencio, I.; Melendez-Ackerman, E. J.",2021,"Community and Species-Level Changes of Insect Species Visiting Mangifera indica Flowers Following Hurricane Maria: ""The Devil Is in the Details""","10.3389/fevo.2021.556821","Juana diaz","Tropical & Subtropical Dry Broadleaf Forests","Forest",NA,"all visitors","Anacardiaceae","Mangifera indica","Pollinator species richness","plant yield","positive",NA,NA,NA,NA,NA,NA,10,"plant",NA,NA,"R2","0.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico",NA,NA,"Mangifera"
"801",NA,NA,4,"Cabrera-Asencio, I.; Melendez-Ackerman, E. J.",2021,"Community and Species-Level Changes of Insect Species Visiting Mangifera indica Flowers Following Hurricane Maria: ""The Devil Is in the Details""","10.3389/fevo.2021.556821","Juana diaz","Tropical & Subtropical Dry Broadleaf Forests","Forest",NA,"all visitors","Anacardiaceae","Mangifera indica","Pollinator species richness","plant yield","positive",NA,NA,NA,NA,NA,NA,10,"plant",NA,NA,"R2","0.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico",NA,NA,"Mangifera"
"802","4233",209,1,"Cadiz-Veliz, A.; Verdessi, F.; Carvallo, G. O.",2021,"Shrub canopy matrix decreases reproductive output of a sheltered plant via pollinator exclusion","10.1016/j.baae.2021.04.013","Las coimas","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate Diurnal flying exclusion","all visitors","Cactaceae","Eriosyce coimasensis","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",32,"plant",13,19,NA,NA,NA,"63","4.7","%","9","2.8",NA,NA,NA,"Chile",NA,NA,"Eriosyce"
"803",NA,NA,2,"Cadiz-Veliz, A.; Verdessi, F.; Carvallo, G. O.",2021,"Shrub canopy matrix decreases reproductive output of a sheltered plant via pollinator exclusion","10.1016/j.baae.2021.04.013","Las coimas","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate Diurnal flying exclusion","all visitors","Cactaceae","Eriosyce coimasensis","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",24,"plant",12,12,NA,NA,NA,"57.14","12.13","%","7.53","7.52",NA,NA,NA,"Chile",NA,NA,"Eriosyce"
"804",NA,NA,3,"Cadiz-Veliz, A.; Verdessi, F.; Carvallo, G. O.",2021,"Shrub canopy matrix decreases reproductive output of a sheltered plant via pollinator exclusion","10.1016/j.baae.2021.04.013","Las coimas","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate Diurnal flying exclusion","all visitors","Cactaceae","Eriosyce coimasensis","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",32,"plant",13,19,NA,NA,NA,"645.44000000000005","4.18",NA,"111.74","12.71",NA,NA,NA,"Chile",NA,NA,"Eriosyce"
